path,quality,group,gsplit
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152627.jpg,Bad,1392,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162007.jpg,Bad,1393,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153944_1.jpg,Bad,1394,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155002_1.jpg,Bad,1395,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102157_1.jpg,Bad,1396,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162051_1.jpg,Bad,1397,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152304_1.jpg,Bad,1398,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152323.jpg,Bad,1399,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154508.jpg,Bad,1400,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154040.jpg,Bad,1401,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155043_1.jpg,Bad,1402,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170119_1.jpg,Bad,1403,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152301.jpg,Bad,1404,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102940.jpg,Bad,1405,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153448_1.jpg,Bad,1406,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155828_1.jpg,Bad,1407,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_101948.jpg,Bad,1408,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161002_1.jpg,Bad,1409,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_150655_1.jpg,Bad,1410,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_150955.jpg,Bad,1411,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155100_1.jpg,Bad,1412,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155420.jpg,Bad,1413,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151921_1.jpg,Bad,1414,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_150409_1.jpg,Bad,1415,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160946_1.jpg,Bad,1416,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_132829_1.jpg,Bad,1417,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152059.jpg,Bad,1418,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_150900.jpg,Bad,1419,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153836.jpg,Bad,1420,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102852.jpg,Bad,1421,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_163056_1.jpg,Bad,1422,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155212_1.jpg,Bad,1423,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170944_1.jpg,Bad,1424,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_114035_1.jpg,Bad,1425,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161801_1.jpg,Bad,1426,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161232_1.jpg,Bad,1427,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155451_1.jpg,Bad,1428,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151846.jpg,Bad,1429,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151839.jpg,Bad,1430,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170220_1.jpg,Bad,1431,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_132655_1.jpg,Bad,1432,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_114101.jpg,Bad,1433,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162752.jpg,Bad,1434,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154256_1.jpg,Bad,1435,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102043.jpg,Bad,1436,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154837_1.jpg,Bad,1437,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160032_1.jpg,Bad,1438,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153704.jpg,Bad,1439,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160131.jpg,Bad,1440,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152129.jpg,Bad,1441,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_105931.jpg,Bad,1442,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155642_1.jpg,Bad,1443,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160340_1.jpg,Bad,1444,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161803_1.jpg,Bad,1445,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160457_1.jpg,Bad,1446,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153413_1.jpg,Bad,1447,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160737_1.jpg,Bad,1448,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170440.jpg,Bad,1449,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_114046_1.jpg,Bad,1450,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152026_1.jpg,Bad,1451,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162915_1.jpg,Bad,1452,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161529_1.jpg,Bad,1453,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161611.jpg,Bad,1454,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160628.jpg,Bad,1455,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154811_1.jpg,Bad,1456,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155931.jpg,Bad,1457,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155638_1.jpg,Bad,1458,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154129.jpg,Bad,1459,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153146.jpg,Bad,1460,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155632_1.jpg,Bad,1461,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154228_1.jpg,Bad,1462,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154750.jpg,Bad,1463,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162818.jpg,Bad,1464,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_121913_1.jpg,Bad,1465,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_105854_1.jpg,Bad,1466,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_101838.jpg,Bad,1467,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102126_1.jpg,Bad,1468,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170447_1.jpg,Bad,1469,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152607_1.jpg,Bad,1470,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154121_1.jpg,Bad,1471,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154552.jpg,Bad,1472,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153947.jpg,Bad,1473,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102825_1.jpg,Bad,1474,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152511.jpg,Bad,1475,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152622_1.jpg,Bad,1476,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155607.jpg,Bad,1477,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_171223_1.jpg,Bad,1478,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160807_1.jpg,Bad,1479,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155719.jpg,Bad,1480,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_165811_1.jpg,Bad,1481,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155443_1.jpg,Bad,1482,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160013_1.jpg,Bad,1483,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154559_1.jpg,Bad,1484,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154441_1.jpg,Bad,1485,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151726.jpg,Bad,1486,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155223_1.jpg,Bad,1487,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162445.jpg,Bad,1488,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_121151_1.jpg,Bad,1489,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153957_1.jpg,Bad,1490,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160949.jpg,Bad,1491,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170113_1.jpg,Bad,1492,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160037.jpg,Bad,1493,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161212_1.jpg,Bad,1494,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162933_1.jpg,Bad,1495,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154958_1.jpg,Bad,1496,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162950_1.jpg,Bad,1497,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_120613_1.jpg,Bad,1498,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162603_1.jpg,Bad,1499,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162716.jpg,Bad,1500,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_101432.jpg,Bad,1501,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153522_1.jpg,Bad,1502,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_165949_1.jpg,Bad,1503,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162734_1.jpg,Bad,1504,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152507.jpg,Bad,1505,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102207_1.jpg,Bad,1506,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_150319_1.jpg,Bad,1507,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153223_1.jpg,Bad,1508,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152519_1.jpg,Bad,1509,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154617_1.jpg,Bad,1510,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153933.jpg,Bad,1511,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_165649_1.jpg,Bad,1512,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155544_1.jpg,Bad,1513,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162812_1.jpg,Bad,1514,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154126.jpg,Bad,1515,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161544.jpg,Bad,1516,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_115310_1.jpg,Bad,1517,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155628_1.jpg,Bad,1518,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151937_1.jpg,Bad,1519,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_121915.jpg,Bad,1520,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161514_1.jpg,Bad,1521,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162851.jpg,Bad,1522,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155339_1.jpg,Bad,1523,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160959.jpg,Bad,1524,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153143_1.jpg,Bad,1525,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162244_1.jpg,Bad,1526,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155639_1.jpg,Bad,1527,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154221_1.jpg,Bad,1528,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153854_1.jpg,Bad,1529,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151843_1.jpg,Bad,1530,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162423_1.jpg,Bad,1531,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_105928_1.jpg,Bad,1532,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170251_1.jpg,Bad,1533,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151837.jpg,Bad,1534,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153516_1.jpg,Bad,1535,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153251.jpg,Bad,1536,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_133124.jpg,Bad,1537,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153942_1.jpg,Bad,1538,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_132918.jpg,Bad,1539,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170033.jpg,Bad,1540,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_115233_1.jpg,Bad,1541,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154919_1.jpg,Bad,1542,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_112800_1.jpg,Bad,1543,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_111218.jpg,Bad,1544,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162032.jpg,Bad,1545,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154727.jpg,Bad,1546,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_114109_1.jpg,Bad,1547,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_171419.jpg,Bad,1548,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162725_1.jpg,Bad,1549,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155847_1.jpg,Bad,1550,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155933_1.jpg,Bad,1551,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_105856_1.jpg,Bad,1552,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102833_1.jpg,Bad,1553,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162719.jpg,Bad,1554,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160205.jpg,Bad,1555,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152527.jpg,Bad,1556,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162424_1.jpg,Bad,1557,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154000.jpg,Bad,1558,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_113844.jpg,Bad,1559,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_115516_1.jpg,Bad,1560,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154632.jpg,Bad,1561,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102146_1.jpg,Bad,1562,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160442_1.jpg,Bad,1563,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153513.jpg,Bad,1564,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_132745_1.jpg,Bad,1565,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152735_1.jpg,Bad,1566,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162225.jpg,Bad,1567,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_112124_1.jpg,Bad,1568,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161435_1.jpg,Bad,1569,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155321_1.jpg,Bad,1570,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151923.jpg,Bad,1571,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155722_1.jpg,Bad,1572,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102342.jpg,Bad,1573,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160135.jpg,Bad,1574,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152101.jpg,Bad,1575,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160056_1.jpg,Bad,1576,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_150652_1.jpg,Bad,1577,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_171133.jpg,Bad,1578,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160409_1.jpg,Bad,1579,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154137_1.jpg,Bad,1580,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_165743.jpg,Bad,1581,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_113858_1.jpg,Bad,1582,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152336_1.jpg,Bad,1583,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162326_1.jpg,Bad,1584,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152358.jpg,Bad,1585,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153930_1.jpg,Bad,1586,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153819_1.jpg,Bad,1587,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155826.jpg,Bad,1588,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162921.jpg,Bad,1589,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153558.jpg,Bad,1590,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_132845.jpg,Bad,1591,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161206.jpg,Bad,1592,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153510_1.jpg,Bad,1593,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_105902_1.jpg,Bad,1594,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102932_1.jpg,Bad,1595,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162429.jpg,Bad,1596,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_132713_1.jpg,Bad,1597,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154033.jpg,Bad,1598,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160004.jpg,Bad,1599,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151801_1.jpg,Bad,1600,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160435_1.jpg,Bad,1601,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_114848_1.jpg,Bad,1602,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162409.jpg,Bad,1603,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162700_1.jpg,Bad,1604,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_103140.jpg,Bad,1605,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152603_1.jpg,Bad,1606,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_105641_1.jpg,Bad,1607,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154338_1.jpg,Bad,1608,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154407_1.jpg,Bad,1609,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153608_1.jpg,Bad,1610,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152733.jpg,Bad,1611,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_101832.jpg,Bad,1612,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153647.jpg,Bad,1613,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153926.jpg,Bad,1614,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170513_1.jpg,Bad,1615,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_165628_1.jpg,Bad,1616,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161204.jpg,Bad,1617,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162918_1.jpg,Bad,1618,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_115220_1.jpg,Bad,1619,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_105020_1.jpg,Bad,1620,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155130_1.jpg,Bad,1621,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155425_1.jpg,Bad,1622,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_113833_1.jpg,Bad,1623,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_105005_1.jpg,Bad,1624,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_151855_1.jpg,Bad,1625,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153320_1.jpg,Bad,1626,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_170957_1.jpg,Bad,1627,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160445_1.jpg,Bad,1628,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160702.jpg,Bad,1629,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154903.jpg,Bad,1630,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_101444.jpg,Bad,1631,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160642_1.jpg,Bad,1632,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_102852_2.jpg,Bad,1633,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_133104.jpg,Bad,1634,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153125_1.jpg,Bad,1635,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_103132_1.jpg,Bad,1636,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_132711_1.jpg,Bad,1637,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_150839.jpg,Bad,1638,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_113903_1.jpg,Bad,1639,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230916_111957_1.jpg,Bad,1640,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161452_1.jpg,Bad,1641,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230910_114229_1.jpg,Bad,1642,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153716_1.jpg,Bad,1643,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152656.jpg,Bad,1644,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_160746_1.jpg,Bad,1645,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_154818_1.jpg,Bad,1646,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_153148.jpg,Bad,1647,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_163104.jpg,Bad,1648,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_101837.jpg,Bad,1649,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_161350.jpg,Bad,1650,test
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_162839.jpg,Bad,1651,train
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_155058_1.jpg,Bad,1652,val
Fruits/Bad Quality_Fruits/Pomegranate_Bad/IMG_20230813_152258.jpg,Bad,1653,train
